order_id,order_date,customer_id,segment,region,category,sub_category,product_id,quantity,sales,discount,profit,shipping_cost
ORD-001940,2025-01-12,CUST-00230,Corporate,Central,Office Supplies,Paper,SKU-OFF-517,4,301.51,0.0,46.77,21.6
ORD-005005,2025-01-12,CUST-00381,Corporate,South,Furniture,Bookcases,SKU-FUR-573,4,449.63,0.0,67.73,30.81
ORD-003857,2025-01-12,CUST-00976,Corporate,Central,Technology,Accessories,SKU-TEC-263,4,194.6,0.1,46.45,20.15
ORD-003272,2025-01-12,CUST-00567,Corporate,East,Furniture,Bookcases,SKU-FUR-313,6,325.45,0.0,2.54,41.58
ORD-002109,2025-01-12,CUST-01168,Corporate,South,Technology,Accessories,SKU-TEC-795,3,503.33,0.2,53.79,9.08
ORD-005362,2025-01-12,CUST-00030,Corporate,South,Furniture,Storage,SKU-FUR-579,7,275.3,0.0,-24.87,4.19
ORD-000311,2025-01-12,CUST-00739,Home Office,Central,Office Supplies,Paper,SKU-OFF-641,5,201.43,0.0,17.59,18.99
ORD-004840,2025-01-13,CUST-00755,Corporate,East,Furniture,Storage,SKU-FUR-998,4,164.24,0.2,14.36,22.4
ORD-003968,2025-01-13,CUST-00923,Consumer,West,Technology,Printers,SKU-TEC-665,1,276.16,0.0,82.12,22.71
ORD-000991,2025-01-13,CUST-01079,Corporate,Central,Furniture,Tables,SKU-FUR-168,2,328.46,0.05,-36.54,35.61
ORD-004191,2025-01-13,CUST-01025,Consumer,West,Office Supplies,Binders,SKU-OFF-603,4,171.38,0.0,27.87,32.16
ORD-005235,2025-01-13,CUST-01100,Consumer,Central,Technology,Printers,SKU-TEC-291,2,433.68,0.1,58.37,19.08
ORD-002503,2025-01-13,CUST-00957,Corporate,Central,Technology,Printers,SKU-TEC-542,1,623.42,0.1,119.6,40.48
ORD-000709,2025-01-13,CUST-00474,Consumer,Central,Technology,Accessories,SKU-TEC-756,5,438.91,0.0,127.54,32.2
ORD-004112,2025-01-13,CUST-00754,Corporate,North,Furniture,Storage,SKU-FUR-840,1,187.52,0.0,16.72,42.21
ORD-001972,2025-01-13,CUST-01114,Corporate,West,Office Supplies,Labels,SKU-OFF-583,4,655.15,0.1,138.46,24.35
ORD-003245,2025-01-13,CUST-00308,Corporate,Central,Office Supplies,Binders,SKU-OFF-667,6,613.94,0.0,90.91,20.63
ORD-004199,2025-01-13,CUST-00357,Home Office,East,Technology,Phones,SKU-TEC-409,1,512.69,0.0,139.26,15.77
ORD-001044,2025-01-14,CUST-01111,Consumer,Central,Office Supplies,Paper,SKU-OFF-951,3,157.67,0.15,17.64,6.32
ORD-004403,2025-01-14,CUST-00596,Consumer,Central,Furniture,Bookcases,SKU-FUR-695,7,506.5,0.0,124.26,25.17
ORD-001050,2025-01-14,CUST-00075,Home Office,West,Furniture,Tables,SKU-FUR-464,4,283.26,0.0,27.33,6.88
ORD-003281,2025-01-14,CUST-00087,Consumer,West,Furniture,Storage,SKU-FUR-455,2,256.08,0.0,64.36,44.79
ORD-001222,2025-01-14,CUST-01033,Consumer,West,Technology,Laptops,SKU-TEC-425,3,184.7,0.0,48.2,17.03
ORD-005195,2025-01-14,CUST-00486,Consumer,West,Technology,Phones,SKU-TEC-933,6,415.11,0.0,123.61,19.1
ORD-000956,2025-01-14,CUST-01160,Home Office,West,Furniture,Bookcases,SKU-FUR-175,4,100.36,0.1,-6.19,31.73
ORD-004584,2025-01-14,CUST-00755,Consumer,Central,Technology,Laptops,SKU-TEC-508,6,347.52,0.05,131.49,15.32
ORD-004519,2025-01-14,CUST-00792,Consumer,North,Furniture,Bookcases,SKU-FUR-214,1,354.13,0.0,-17.49,22.19
ORD-003876,2025-01-14,CUST-01177,Corporate,Central,Furniture,Storage,SKU-FUR-332,1,276.84,0.05,51.14,6.42
ORD-000288,2025-01-15,CUST-00995,Corporate,West,Office Supplies,Art,SKU-OFF-893,6,557.05,0.0,88.06,20.1
ORD-005266,2025-01-15,CUST-00564,Home Office,South,Furniture,Bookcases,SKU-FUR-389,2,89.47,0.1,-15.87,7.11
ORD-003232,2025-01-15,CUST-00574,Consumer,South,Office Supplies,Binders,SKU-OFF-184,5,342.84,0.05,65.69,7.2
ORD-002299,2025-01-15,CUST-00620,Corporate,South,Furniture,Storage,SKU-FUR-638,3,296.9,0.3,-71.31,37.39
ORD-005268,2025-01-15,CUST-01169,Consumer,East,Furniture,Chairs,SKU-FUR-838,3,302.61,0.1,36.21,18.81
ORD-001893,2025-01-15,CUST-00260,Consumer,South,Office Supplies,Labels,SKU-OFF-558,3,132.76,0.2,7.98,13.7
ORD-005603,2025-01-16,CUST-00908,Corporate,South,Office Supplies,Art,SKU-OFF-301,5,406.25,0.1,53.15,41.9
ORD-000759,2025-01-16,CUST-01149,Consumer,West,Technology,Accessories,SKU-TEC-954,1,199.39,0.1,33.81,26.78
ORD-005664,2025-01-16,CUST-00604,Consumer,Central,Technology,Accessories,SKU-TEC-967,2,165.03,0.2,19.64,43.4
ORD-004863,2025-01-16,CUST-00954,Corporate,East,Furniture,Chairs,SKU-FUR-395,1,95.87,0.1,-0.2,24.5
ORD-005807,2025-01-16,CUST-00917,Corporate,North,Office Supplies,Paper,SKU-OFF-204,7,276.84,0.15,16.94,15.15
ORD-002528,2025-01-16,CUST-00902,Consumer,South,Furniture,Bookcases,SKU-FUR-109,4,451.63,0.05,65.14,41.87
ORD-000391,2025-01-17,CUST-00330,Home Office,South,Office Supplies,Paper,SKU-OFF-326,1,634.31,0.0,71.44,15.63
ORD-003957,2025-01-17,CUST-00061,Corporate,East,Technology,Laptops,SKU-TEC-525,4,166.08,0.15,-13.35,15.91
ORD-001175,2025-01-17,CUST-01113,Corporate,North,Office Supplies,Labels,SKU-OFF-739,4,346.39,0.05,16.81,41.94
ORD-003756,2025-01-17,CUST-00482,Consumer,West,Furniture,Tables,SKU-FUR-675,5,336.5,0.1,62.6,34.51
ORD-004206,2025-01-17,CUST-00862,Home Office,North,Technology,Printers,SKU-TEC-753,7,484.2,0.05,121.4,40.71
ORD-004681,2025-01-17,CUST-00240,Corporate,Central,Furniture,Bookcases,SKU-FUR-412,5,277.12,0.1,12.87,14.28
ORD-002343,2025-01-17,CUST-00788,Corporate,South,Furniture,Storage,SKU-FUR-649,2,142.38,0.1,24.89,8.01
ORD-000255,2025-01-17,CUST-00015,Consumer,West,Office Supplies,Paper,SKU-OFF-921,2,324.94,0.2,32.34,43.76
ORD-001149,2025-01-18,CUST-00455,Consumer,Central,Technology,Phones,SKU-TEC-462,3,147.42,0.0,31.12,31.63
ORD-005052,2025-01-18,CUST-00801,Consumer,South,Technology,Accessories,SKU-TEC-355,1,133.82,0.1,26.01,31.73
ORD-001463,2025-01-18,CUST-00430,Corporate,West,Office Supplies,Art,SKU-OFF-132,3,439.94,0.0,90.51,36.75
ORD-000591,2025-01-18,CUST-00818,Corporate,South,Technology,Accessories,SKU-TEC-493,1,178.77,0.05,27.75,13.28
ORD-005340,2025-01-18,CUST-01042,Corporate,West,Furniture,Chairs,SKU-FUR-275,2,220.93,0.0,3.93,22.34
ORD-002272,2025-01-18,CUST-00519,Home Office,West,Office Supplies,Paper,SKU-OFF-594,5,25.26,0.15,2.89,22.64
ORD-003962,2025-01-18,CUST-01121,Consumer,South,Office Supplies,Labels,SKU-OFF-696,6,360.26,0.2,55.88,6.31
ORD-003166,2025-01-18,CUST-00405,Consumer,East,Furniture,Chairs,SKU-FUR-163,4,503.13,0.05,28.95,8.66
ORD-005428,2025-01-18,CUST-01168,Corporate,Central,Technology,Accessories,SKU-TEC-294,7,420.35,0.0,69.79,19.85
ORD-000043,2025-01-19,CUST-00433,Consumer,Central,Furniture,Bookcases,SKU-FUR-762,4,271.32,0.15,-24.29,41.76
ORD-003319,2025-01-19,CUST-00397,Consumer,Central,Furniture,Bookcases,SKU-FUR-199,7,160.66,0.0,44.72,5.0
ORD-005773,2025-01-19,CUST-00487,Consumer,North,Technology,Accessories,SKU-TEC-770,7,192.46,0.0,23.44,22.58
ORD-003433,2025-01-19,CUST-00777,Consumer,North,Office Supplies,Binders,SKU-OFF-974,3,217.71,0.0,25.47,11.31
ORD-002317,2025-01-19,CUST-00688,Consumer,West,Furniture,Storage,SKU-FUR-860,3,339.16,0.0,6.16,27.87
ORD-003956,2025-01-19,CUST-01145,Consumer,West,Technology,Accessories,SKU-TEC-305,1,272.58,0.15,59.1,43.07
ORD-002150,2025-01-19,CUST-00562,Consumer,North,Office Supplies,Art,SKU-OFF-731,7,247.65,0.3,17.85,34.02
ORD-001333,2025-01-20,CUST-00392,Consumer,West,Furniture,Tables,SKU-FUR-640,7,137.46,0.15,17.29,19.36
ORD-000831,2025-01-20,CUST-00092,Corporate,South,Furniture,Chairs,SKU-FUR-968,7,136.34,0.0,16.09,41.88
ORD-003438,2025-01-20,CUST-01100,Home Office,South,Office Supplies,Binders,SKU-OFF-906,6,98.06,0.0,18.72,31.49
ORD-000303,2025-01-20,CUST-00626,Home Office,Central,Technology,Printers,SKU-TEC-198,5,197.83,0.1,40.97,24.74
ORD-004078,2025-01-20,CUST-00010,Consumer,East,Office Supplies,Art,SKU-OFF-236,2,565.51,0.2,30.76,11.09
ORD-002915,2025-01-20,CUST-00869,Consumer,South,Office Supplies,Labels,SKU-OFF-418,6,268.75,0.3,15.17,13.35
ORD-003789,2025-01-20,CUST-01079,Corporate,Central,Furniture,Chairs,SKU-FUR-966,2,306.9,0.15,57.41,9.53
ORD-002917,2025-01-20,CUST-00049,Consumer,South,Furniture,Chairs,SKU-FUR-636,2,148.0,0.0,19.13,31.67
ORD-004490,2025-01-20,CUST-00586,Consumer,North,Office Supplies,Labels,SKU-OFF-447,3,296.81,0.0,34.55,33.97
ORD-004824,2025-01-20,CUST-00964,Corporate,South,Technology,Phones,SKU-TEC-824,3,268.76,0.0,95.78,13.17
ORD-000220,2025-01-20,CUST-00291,Corporate,East,Furniture,Chairs,SKU-FUR-781,7,243.34,0.0,9.38,15.69
ORD-000508,2025-01-21,CUST-00322,Corporate,Central,Technology,Accessories,SKU-TEC-222,5,167.6,0.0,38.65,15.98
ORD-005316,2025-01-21,CUST-00998,Corporate,South,Technology,Laptops,SKU-TEC-806,2,301.63,0.0,34.09,43.37
ORD-002165,2025-01-21,CUST-01088,Corporate,South,Technology,Accessories,SKU-TEC-877,5,203.15,0.0,24.5,40.82
ORD-000975,2025-01-21,CUST-00574,Consumer,Central,Office Supplies,Labels,SKU-OFF-295,4,296.85,0.05,-18.79,11.43
ORD-003171,2025-01-21,CUST-00729,Consumer,East,Office Supplies,Binders,SKU-OFF-520,6,65.09,0.0,12.08,26.14
ORD-001570,2025-01-21,CUST-00319,Corporate,East,Technology,Accessories,SKU-TEC-794,3,439.77,0.1,77.19,21.93
ORD-002296,2025-01-22,CUST-01136,Corporate,North,Furniture,Storage,SKU-FUR-177,7,278.86,0.15,11.36,15.6
ORD-003511,2025-01-22,CUST-00363,Consumer,South,Office Supplies,Labels,SKU-OFF-928,1,310.35,0.0,58.91,14.97
ORD-003914,2025-01-22,CUST-00317,Consumer,East,Technology,Printers,SKU-TEC-134,4,87.43,0.0,16.89,26.94
ORD-005790,2025-01-22,CUST-01171,Consumer,West,Furniture,Chairs,SKU-FUR-789,5,179.98,0.15,13.96,6.2
ORD-001785,2025-01-22,CUST-00129,Home Office,North,Technology,Laptops,SKU-TEC-325,6,416.87,0.2,33.67,8.92
ORD-004074,2025-01-22,CUST-00226,Consumer,East,Office Supplies,Labels,SKU-OFF-487,3,463.86,0.05,24.18,24.53
ORD-001354,2025-01-23,CUST-00926,Consumer,South,Technology,Accessories,SKU-TEC-557,1,336.3,0.0,50.38,33.01
ORD-005263,2025-01-23,CUST-00160,Home Office,South,Technology,Phones,SKU-TEC-449,1,195.82,0.1,8.44,8.94
ORD-003188,2025-01-23,CUST-00978,Home Office,East,Technology,Phones,SKU-TEC-527,2,415.7,0.0,95.3,42.48
ORD-000646,2025-01-23,CUST-00806,Corporate,West,Technology,Printers,SKU-TEC-800,4,520.9,0.1,143.78,39.69
ORD-001080,2025-01-24,CUST-00384,Corporate,South,Technology,Accessories,SKU-TEC-524,2,247.2,0.05,30.63,15.03
ORD-003535,2025-01-24,CUST-01038,Consumer,West,Office Supplies,Paper,SKU-OFF-227,7,163.87,0.0,6.85,17.03
ORD-000694,2025-01-24,CUST-00623,Home Office,Central,Office Supplies,Paper,SKU-OFF-642,2,144.42,0.3,17.54,29.23
ORD-003299,2025-01-24,CUST-01015,Corporate,Central,Furniture,Bookcases,SKU-FUR-296,4,299.26,0.1,-1.86,15.4
ORD-004581,2025-01-24,CUST-01018,Consumer,South,Technology,Phones,SKU-TEC-871,5,364.81,0.1,27.99,5.66
ORD-000941,2025-01-24,CUST-00546,Home Office,South,Office Supplies,Binders,SKU-OFF-962,5,655.87,0.2,-20.92,37.57
ORD-003154,2025-01-24,CUST-00890,Home Office,West,Office Supplies,Labels,SKU-OFF-713,7,283.13,0.3,2.16,28.59
ORD-003326,2025-01-24,CUST-00754,Corporate,Central,Technology,Accessories,SKU-TEC-827,6,420.49,0.15,11.52,17.88
ORD-002339,2025-01-25,CUST-00435,Consumer,North,Technology,Laptops,SKU-TEC-250,6,76.4,0.0,17.29,20.59
ORD-005359,2025-01-25,CUST-00311,Corporate,East,Technology,Phones,SKU-TEC-873,5,136.67,0.0,7.6,43.0
ORD-004793,2025-01-25,CUST-01013,Consumer,Central,Technology,Laptops,SKU-TEC-518,2,98.21,0.0,15.19,41.27
ORD-004673,2025-01-25,CUST-00924,Consumer,North,Furniture,Tables,SKU-FUR-307,2,219.17,0.1,36.42,30.88
ORD-003259,2025-01-25,CUST-01033,Consumer,North,Technology,Laptops,SKU-TEC-572,6,34.24,0.15,5.21,14.38
ORD-002399,2025-01-25,CUST-00531,Corporate,Central,Office Supplies,Art,SKU-OFF-373,4,420.62,0.0,124.18,21.27
ORD-003402,2025-01-25,CUST-01047,Consumer,North,Office Supplies,Paper,SKU-OFF-669,4,211.4,0.1,27.14,32.73
ORD-002158,2025-01-26,CUST-00818,Consumer,South,Technology,Laptops,SKU-TEC-524,5,499.3,0.0,10.12,36.08
ORD-002583,2025-01-26,CUST-00565,Corporate,North,Furniture,Chairs,SKU-FUR-190,4,172.7,0.1,35.41,28.81
ORD-004700,2025-01-26,CUST-00669,Home Office,North,Technology,Accessories,SKU-TEC-802,7,358.28,0.1,82.57,13.82
ORD-002563,2025-01-26,CUST-00022,Corporate,South,Technology,Accessories,SKU-TEC-419,3,342.9,0.05,53.63,7.63
ORD-000315,2025-01-26,CUST-00069,Consumer,Central,Office Supplies,Paper,SKU-OFF-916,4,321.31,0.0,56.21,31.86
ORD-002398,2025-01-26,CUST-00293,Consumer,East,Office Supplies,Labels,SKU-OFF-498,2,209.85,0.0,37.63,19.73
ORD-004307,2025-01-26,CUST-00457,Corporate,West,Technology,Accessories,SKU-TEC-517,5,147.57,0.05,40.36,27.55
ORD-004958,2025-01-26,CUST-00518,Home Office,West,Technology,Accessories,SKU-TEC-235,5,235.93,0.0,23.71,44.3
ORD-000507,2025-01-26,CUST-01017,Consumer,West,Furniture,Tables,SKU-FUR-798,3,303.9,0.0,7.69,38.47
ORD-004988,2025-01-26,CUST-00373,Consumer,South,Office Supplies,Paper,SKU-OFF-448,5,754.47,0.0,111.12,33.06
ORD-005126,2025-01-26,CUST-00923,Corporate,West,Technology,Phones,SKU-TEC-418,6,192.9,0.05,25.3,33.1
ORD-001814,2025-01-26,CUST-01067,Consumer,West,Office Supplies,Paper,SKU-OFF-998,3,537.04,0.0,104.85,12.03
ORD-004800,2025-01-27,CUST-00020,Consumer,Central,Office Supplies,Art,SKU-OFF-169,1,247.75,0.0,41.2,31.18
ORD-004408,2025-01-27,CUST-00752,Home Office,Central,Furniture,Chairs,SKU-FUR-846,3,294.84,0.2,32.27,37.32
ORD-004201,2025-01-27,CUST-00513,Consumer,South,Office Supplies,Art,SKU-OFF-591,5,141.67,0.0,24.2,22.34
ORD-005141,2025-01-27,CUST-00938,Home Office,North,Furniture,Bookcases,SKU-FUR-516,6,606.3,0.0,-68.29,9.69
ORD-004282,2025-01-27,CUST-00856,Consumer,Central,Technology,Phones,SKU-TEC-245,5,234.63,0.0,39.2,29.71
ORD-003945,2025-01-27,CUST-00279,Corporate,West,Office Supplies,Binders,SKU-OFF-802,5,35.86,0.2,-1.06,16.47
ORD-000603,2025-01-27,CUST-00089,Home Office,East,Technology,Laptops,SKU-TEC-104,3,274.48,0.15,46.52,13.98
ORD-002198,2025-01-27,CUST-00874,Consumer,North,Technology,Printers,SKU-TEC-642,5,314.44,0.2,6.23,20.88
ORD-004024,2025-01-27,CUST-00756,Consumer,West,Office Supplies,Art,SKU-OFF-941,4,701.21,0.05,93.23,42.81
ORD-005375,2025-01-27,CUST-01185,Consumer,East,Furniture,Tables,SKU-FUR-495,3,255.44,0.05,48.12,21.32
ORD-000265,2025-01-28,CUST-00869,Home Office,North,Office Supplies,Binders,SKU-OFF-915,5,107.71,0.05,21.61,29.05
ORD-004341,2025-01-28,CUST-00185,Corporate,East,Furniture,Storage,SKU-FUR-683,5,63.12,0.0,21.26,29.43
ORD-003576,2025-01-28,CUST-00375,Corporate,East,Furniture,Bookcases,SKU-FUR-367,6,206.78,0.0,52.94,21.73
ORD-004019,2025-01-28,CUST-00818,Corporate,West,Office Supplies,Labels,SKU-OFF-333,3,274.66,0.1,38.92,43.88
ORD-003009,2025-01-28,CUST-00658,Consumer,West,Office Supplies,Paper,SKU-OFF-240,4,187.06,0.15,39.19,33.68
ORD-003004,2025-01-28,CUST-00420,Consumer,East,Furniture,Bookcases,SKU-FUR-222,5,58.61,0.05,-1.92,37.59
ORD-001207,2025-01-28,CUST-01036,Corporate,South,Office Supplies,Art,SKU-OFF-348,1,178.61,0.0,44.85,42.42
ORD-004662,2025-01-28,CUST-01174,Home Office,North,Office Supplies,Paper,SKU-OFF-578,1,320.97,0.2,31.8,21.54
ORD-003903,2025-01-28,CUST-00446,Home Office,West,Technology,Phones,SKU-TEC-173,7,279.86,0.3,-20.42,14.59
ORD-002265,2025-01-28,CUST-00127,Consumer,Central,Furniture,Chairs,SKU-FUR-984,4,122.56,0.05,26.14,21.6
ORD-004410,2025-01-29,CUST-00952,Corporate,West,Office Supplies,Art,SKU-OFF-537,1,554.14,0.2,21.33,6.37
ORD-001835,2025-01-29,CUST-00242,Home Office,South,Technology,Printers,SKU-TEC-586,3,236.68,0.05,30.55,24.22
ORD-000851,2025-01-29,CUST-00787,Corporate,East,Technology,Printers,SKU-TEC-722,3,469.18,0.0,92.91,13.24
ORD-000826,2025-01-29,CUST-00530,Consumer,East,Furniture,Bookcases,SKU-FUR-626,7,259.65,0.1,-2.14,19.02
ORD-002106,2025-01-29,CUST-00580,Consumer,South,Furniture,Tables,SKU-FUR-190,3,127.38,0.15,-2.98,16.99
ORD-000984,2025-01-29,CUST-00703,Consumer,South,Office Supplies,Labels,SKU-OFF-470,2,86.47,0.15,7.12,5.05
ORD-005837,2025-01-29,CUST-01069,Home Office,West,Office Supplies,Binders,SKU-OFF-580,5,258.11,0.3,20.0,35.07
ORD-005299,2025-01-29,CUST-01037,Home Office,North,Technology,Printers,SKU-TEC-839,4,187.96,0.1,16.61,10.96
ORD-003641,2025-01-30,CUST-00919,Corporate,West,Technology,Printers,SKU-TEC-777,5,322.65,0.1,50.45,40.58
ORD-000080,2025-01-30,CUST-00888,Consumer,South,Office Supplies,Binders,SKU-OFF-850,3,189.49,0.0,22.67,35.16
ORD-005867,2025-01-30,CUST-00302,Consumer,East,Office Supplies,Art,SKU-OFF-357,1,116.4,0.0,15.8,30.89
ORD-005193,2025-01-31,CUST-00192,Consumer,Central,Furniture,Storage,SKU-FUR-652,5,190.41,0.1,-12.88,10.08
ORD-001780,2025-01-31,CUST-01037,Corporate,East,Office Supplies,Paper,SKU-OFF-640,5,282.99,0.2,27.32,38.41
ORD-004650,2025-01-31,CUST-00429,Consumer,West,Technology,Printers,SKU-TEC-653,2,209.64,0.15,-1.22,33.9
ORD-003907,2025-01-31,CUST-01107,Corporate,East,Technology,Laptops,SKU-TEC-817,1,78.39,0.15,14.15,38.24
ORD-001195,2025-01-31,CUST-00611,Consumer,North,Furniture,Tables,SKU-FUR-941,7,614.88,0.05,-42.78,22.43
ORD-003776,2025-01-31,CUST-01161,Corporate,North,Furniture,Bookcases,SKU-FUR-878,3,124.62,0.0,11.09,14.53
ORD-001326,2025-01-31,CUST-00028,Corporate,West,Furniture,Bookcases,SKU-FUR-949,5,272.57,0.05,-0.02,42.1
ORD-004182,2025-01-31,CUST-00990,Consumer,South,Furniture,Tables,SKU-FUR-428,1,163.51,0.0,-14.01,25.06
ORD-004545,2025-01-31,CUST-00605,Home Office,South,Furniture,Tables,SKU-FUR-296,5,331.47,0.3,39.79,6.66
ORD-001021,2025-01-31,CUST-00827,Consumer,West,Office Supplies,Labels,SKU-OFF-559,4,327.3,0.0,29.74,36.49
ORD-004058,2025-01-31,CUST-00712,Consumer,South,Furniture,Storage,SKU-FUR-646,2,235.24,0.1,-18.48,40.19
ORD-002190,2025-02-01,CUST-01199,Consumer,North,Furniture,Bookcases,SKU-FUR-410,2,236.57,0.05,44.05,4.3
ORD-000935,2025-02-01,CUST-00546,Consumer,West,Technology,Phones,SKU-TEC-835,4,491.8,0.0,134.91,44.82
ORD-005711,2025-02-01,CUST-00666,Corporate,East,Furniture,Chairs,SKU-FUR-979,2,518.07,0.0,76.38,37.31
ORD-002731,2025-02-01,CUST-00503,Home Office,North,Technology,Phones,SKU-TEC-347,6,242.05,0.0,42.94,26.05
ORD-000321,2025-02-01,CUST-01124,Home Office,East,Technology,Accessories,SKU-TEC-615,5,491.03,0.3,-34.11,10.86
ORD-004873,2025-02-02,CUST-00667,Home Office,East,Technology,Accessories,SKU-TEC-249,3,257.12,0.0,60.72,23.25
ORD-005103,2025-02-02,CUST-00572,Consumer,West,Technology,Laptops,SKU-TEC-277,6,275.84,0.0,54.5,24.06
ORD-000579,2025-02-02,CUST-00652,Home Office,South,Technology,Accessories,SKU-TEC-815,4,211.22,0.0,46.34,44.06
ORD-004105,2025-02-02,CUST-00131,Consumer,Central,Technology,Printers,SKU-TEC-941,1,175.52,0.1,54.61,26.93
ORD-005441,2025-02-02,CUST-00802,Consumer,Central,Furniture,Bookcases,SKU-FUR-199,2,251.6,0.0,-13.83,37.79
ORD-002378,2025-02-02,CUST-01171,Consumer,East,Furniture,Tables,SKU-FUR-468,3,270.15,0.0,52.03,19.2
ORD-003110,2025-02-03,CUST-00190,Home Office,South,Furniture,Bookcases,SKU-FUR-361,4,257.29,0.0,21.72,33.8
ORD-000945,2025-02-03,CUST-00732,Corporate,East,Furniture,Chairs,SKU-FUR-604,4,226.49,0.0,-55.34,38.73
ORD-003543,2025-02-03,CUST-00950,Consumer,West,Technology,Phones,SKU-TEC-814,6,531.63,0.0,78.31,22.34
ORD-002152,2025-02-03,CUST-00345,Home Office,North,Office Supplies,Binders,SKU-OFF-799,2,240.25,0.15,57.49,7.02
ORD-005838,2025-02-03,CUST-00964,Consumer,North,Office Supplies,Labels,SKU-OFF-678,6,253.08,0.0,46.9,11.55
ORD-004811,2025-02-03,CUST-01037,Consumer,Central,Technology,Accessories,SKU-TEC-590,2,93.84,0.0,15.3,15.56
ORD-000632,2025-02-03,CUST-00883,Consumer,East,Technology,Phones,SKU-TEC-387,1,295.57,0.0,80.71,5.51
ORD-005408,2025-02-03,CUST-00222,Home Office,East,Technology,Printers,SKU-TEC-661,4,423.8,0.0,53.39,17.58
ORD-005634,2025-02-03,CUST-00162,Consumer,South,Furniture,Storage,SKU-FUR-112,3,641.03,0.15,151.46,29.42
ORD-004053,2025-02-03,CUST-00642,Consumer,South,Office Supplies,Binders,SKU-OFF-136,7,122.73,0.15,13.73,21.43
ORD-002572,2025-02-04,CUST-01055,Consumer,North,Office Supplies,Binders,SKU-OFF-581,7,159.69,0.0,42.66,7.27
ORD-005889,2025-02-04,CUST-00157,Consumer,West,Furniture,Storage,SKU-FUR-801,1,341.59,0.15,72.46,31.63
ORD-002589,2025-02-04,CUST-00948,Corporate,North,Technology,Phones,SKU-TEC-373,5,140.38,0.1,33.55,10.92
ORD-005739,2025-02-04,CUST-00575,Consumer,Central,Technology,Accessories,SKU-TEC-989,5,249.64,0.0,45.2,7.83
ORD-001159,2025-02-04,CUST-00196,Consumer,Central,Technology,Accessories,SKU-TEC-233,7,351.91,0.1,60.45,39.78
ORD-002146,2025-02-04,CUST-00925,Consumer,South,Office Supplies,Labels,SKU-OFF-380,3,430.49,0.1,63.26,7.39
ORD-004903,2025-02-04,CUST-01062,Corporate,North,Office Supplies,Binders,SKU-OFF-659,2,278.32,0.15,35.27,25.76
ORD-005322,2025-02-04,CUST-00531,Consumer,West,Office Supplies,Labels,SKU-OFF-534,7,201.57,0.15,50.21,36.54
ORD-000379,2025-02-05,CUST-01104,Consumer,South,Office Supplies,Art,SKU-OFF-886,6,160.54,0.0,20.78,19.22
ORD-002319,2025-02-05,CUST-00912,Corporate,Central,Technology,Laptops,SKU-TEC-460,3,316.56,0.0,50.21,16.1
ORD-002497,2025-02-05,CUST-00957,Consumer,East,Technology,Phones,SKU-TEC-803,1,320.41,0.2,-12.22,27.66
ORD-005462,2025-02-05,CUST-00207,Corporate,West,Furniture,Chairs,SKU-FUR-957,2,742.91,0.0,45.25,38.12
ORD-000692,2025-02-05,CUST-00013,Corporate,East,Office Supplies,Binders,SKU-OFF-454,3,151.69,0.15,3.09,33.09
ORD-000636,2025-02-05,CUST-00274,Home Office,West,Technology,Accessories,SKU-TEC-959,7,249.44,0.0,58.42,19.99
ORD-003459,2025-02-06,CUST-00063,Consumer,Central,Furniture,Chairs,SKU-FUR-757,7,110.17,0.1,7.63,43.81
ORD-002508,2025-02-06,CUST-00218,Consumer,Central,Office Supplies,Binders,SKU-OFF-191,4,269.9,0.1,9.94,43.89
ORD-000104,2025-02-06,CUST-00744,Consumer,South,Office Supplies,Labels,SKU-OFF-332,6,796.02,0.0,36.96,37.89
ORD-005810,2025-02-06,CUST-00701,Consumer,South,Furniture,Tables,SKU-FUR-267,5,263.14,0.0,-34.31,35.21
ORD-003050,2025-02-07,CUST-00367,Consumer,East,Office Supplies,Labels,SKU-OFF-116,3,242.08,0.0,43.58,44.45
ORD-002576,2025-02-07,CUST-01146,Corporate,Central,Technology,Accessories,SKU-TEC-156,1,120.07,0.1,15.22,37.41
ORD-000777,2025-02-07,CUST-01081,Corporate,Central,Furniture,Chairs,SKU-FUR-424,3,367.92,0.05,71.33,8.55
ORD-000473,2025-02-07,CUST-00306,Consumer,West,Office Supplies,Paper,SKU-OFF-555,5,172.77,0.0,34.81,29.67
ORD-005671,2025-02-07,CUST-00474,Corporate,South,Furniture,Bookcases,SKU-FUR-623,3,176.31,0.0,39.63,17.17
ORD-005068,2025-02-07,CUST-00405,Home Office,North,Office Supplies,Binders,SKU-OFF-925,7,231.0,0.05,41.27,40.18
ORD-001057,2025-02-07,CUST-00266,Corporate,North,Technology,Phones,SKU-TEC-689,3,93.54,0.2,-0.58,45.0
ORD-005210,2025-02-07,CUST-00961,Consumer,Central,Furniture,Bookcases,SKU-FUR-235,7,252.69,0.0,116.77,44.36
ORD-005407,2025-02-07,CUST-00685,Home Office,East,Office Supplies,Paper,SKU-OFF-780,4,264.39,0.15,46.61,39.08
ORD-001967,2025-02-08,CUST-00978,Consumer,South,Technology,Laptops,SKU-TEC-831,4,261.99,0.15,54.35,10.51
ORD-000072,2025-02-08,CUST-00180,Consumer,East,Technology,Phones,SKU-TEC-947,1,296.7,0.1,75.06,36.64
ORD-005743,2025-02-08,CUST-00370,Consumer,North,Office Supplies,Paper,SKU-OFF-291,7,266.26,0.1,22.53,4.99
